Place ID,店舗名,住所,緯度,経度,評価,レビュー数,営業状況,営業時間,電話番号,ウェブサイト,価格帯,店舗タイプ,店舗説明,テイクアウト,デリバリー,店内飲食,朝食提供,昼食提供,夕食提供,地区,取得方法,更新日時
ChIJm7hOwExn818RD84G0vuG040,佐和田ダム公衆トイレ,日本、〒952-1321 新潟県佐渡市山田,38.0356239,138.3016681,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:18
ChIJr9If25tn818Rgh_pjmIw81s,金井運動公園公衆トイレ,日本、〒952-1208 新潟県佐渡市金井新保,38.034366899999995,138.3724062,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,金井,CID URL検索,2025-08-09 12:48:20
ChIJLaOmk-5l818Rgfy1lbT9nEs,相川バスステーション公衆トイレ,日本、〒952-1511 新潟県佐渡市相川栄町 相川,38.0331195,138.23898739999998,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,相川,CID URL検索,2025-08-09 12:48:21
ChIJs3wRb_xl818RocXP5tOD-YI,相川江戸沢町駐車場公衆トイレ,日本、〒952-1552 新潟県佐渡市相川江戸沢町２３−２,38.0321479,138.2422566,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,相川,CID URL検索,2025-08-09 12:48:23
ChIJlZuPgWVn818Rpp6Go0Yiq24,金井新保公園公衆トイレ,日本、〒952-1208 新潟県佐渡市金井新保,38.032050999999996,138.3700131,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,金井,CID URL検索,2025-08-09 12:48:24
ChIJyeEe4ZBn818RzFxGtBemzDI,尾花公園 トイレ,日本、〒952-1209 新潟県佐渡市千種,38.0230801,138.3649646,4.5,2,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価4.5（2件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:26
ChIJm8cVOvNl818R2YskzvVEQEc,春日崎公衆トイレ,日本、〒952-1583 新潟県佐渡市相川鹿伏,38.0216061,138.2236287,3.3,6,営業中,,0259-63-3111,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価3.3（6件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,相川,CID URL検索,2025-08-09 12:48:27
ChIJewBI5tTLjF8Rbq4RAMUmWoU,藻浦公民館トイレ,日本、〒952-3205 新潟県佐渡市鷲崎１３４０,38.3308275,138.50605450000003,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:29
ChIJZWI8_WFn818RO8vkfJUkzo0,泉公衆トイレ,日本、〒952-1212 新潟県佐渡市泉,38.0166367,138.3448503,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:30
ChIJm14KVQCh9F8RoXDMSmqOm9w,城ヶ鼻公園公衆トイレ,日本、〒952-3544 新潟県佐渡市野浦１００−１１,38.0203547,138.5508672,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:32
ChIJx_hk-wVh818RE9Sk5PnIrME,新穂大野根本寺公衆トイレ,日本、〒952-0109 新潟県佐渡市新穂大野,38.0096929,138.4150607,3,1,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価3（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,新穂,CID URL検索,2025-08-09 12:48:33
ChIJRT-0NFKZ9F8RsghYMEYcUAA,松ヶ崎トイレ,日本、〒952-0821 新潟県佐渡市松ケ崎１２２３−１,37.9206661,138.4995357,3,3,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価3（3件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:35
ChIJE8T2P5xl818RZOhCZxGbwpg,佐和田海水浴場公衆トイレ,日本、〒952-1315 新潟県佐渡市河原田諏訪町,38.000569999999996,138.3165669,5,1,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価5（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:36
ChIJP9p6y59l818R0DPxWiS-Ldc,中原公衆トイレ,日本、〒952-1324 新潟県佐渡市中原,38.0038116,138.3235547,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:38
ChIJAcdkYQBd818RVrNZq0mgCYk,あいぽーと佐渡 トイレ,日本、〒952-0011 新潟県佐渡市両津夷９５２ 0011,38.0840659,138.4359599,,,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,0259-67-7633,https://www.city.sado.niigata.jp/site/i-port/,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:48:40
ChIJ4YjIdg5h818RpEFQfNaUcIw,新穂ダム公衆トイレ,日本、〒952-0108 新潟県佐渡市上新穂,38.0045572,138.4496093,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,新穂,CID URL検索,2025-08-09 12:48:41
ChIJ9S60GD-H9F8R7mmqD-rfmYg,小木みなと公園公衆トイレ,日本、〒952-0604 新潟県佐渡市小木町,37.8150493,138.2804189,4.7,3,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価4.7（3件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,小木,CID URL検索,2025-08-09 12:48:43
ChIJ0S9Zjfph818Req88AzPUp6Q,サン・スポーツランド畑野公衆トイレ,日本、〒952-0202 新潟県佐渡市栗野江,37.9970528,138.4072969,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:44
ChIJDzRFqzxj818RAqECf5_J3CM,長石海水浴場 公衆トイレ,日本、〒952-0318 新潟県佐渡市真野新町,37.9705636,138.3432168,3,5,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価3（5件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,真野,CID URL検索,2025-08-09 12:48:46
ChIJqVTcnvmd9F8RKx242ggno7U,戦道公衆トイレ,日本、〒952-0706 新潟県佐渡市徳和,37.8963037,138.40313469999998,4,2,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価4（2件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:47
ChIJrwn8LLtl818R1Ff2UYyn730,二見公衆トイレ,日本、〒952-1641 新潟県佐渡市二見,37.9774789,138.2581882,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:49
ChIJHRxbdbVh818RMz0szjazKjk,長谷寺参拝者トイレ,日本、〒952-0204 新潟県佐渡市長谷１３,37.9761721,138.41782329999998,4,1,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価4（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:50
ChIJS8mR3Nxj818RnHaBbNFIs_E,妙宣寺公衆トイレ,日本、〒952-0302 新潟県佐渡市竹田妙宣寺,37.972159,138.373058,3,1,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価3（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:52
ChIJYYjiPyBj818RTwusZiQHopM,真野漁港多目的広場公衆トイレ,日本、〒952-0317 新潟県佐渡市豊田６１−２,37.958936699999995,138.3389828,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:53
ChIJu2r62Uhj818RkBVoApUP_Uc,真野公園公衆トイレ,日本、〒952-0313 新潟県佐渡市真野,37.9566568,138.344524,2,1,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価2（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,真野,CID URL検索,2025-08-09 12:48:55
ChIJu2r62Uhj818RkBVoApUP_Uc,真野公園公衆トイレ,日本、〒952-0313 新潟県佐渡市真野,37.9566568,138.344524,2,1,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価2（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,真野,CID URL検索,2025-08-09 12:48:56
ChIJV-S8iLtj818RLakwjD9Po0k,真野新町公衆トイレ,日本、〒952-0318 新潟県佐渡市真野新町４８９−２,37.966198,138.3466049,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,真野,CID URL検索,2025-08-09 12:48:58
ChIJm29sNpOb9F8R6x7fSz6z_TE,多田海浜公園公衆トイレ,日本、〒952-0822 新潟県佐渡市多田,37.9122244,138.4818986,3.3,3,営業中,,0259-63-3111,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価3.3（3件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:48:59
ChIJIdNwKQiF9F8RrFf-NiVgmYc,城の山公園公衆トイレ,日本、〒952-0711 新潟県佐渡市赤泊２８５−３,37.8699835,138.40926349999998,,,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,赤泊,CID URL検索,2025-08-09 12:49:00
ChIJX4cVdByB9F8RwpAWwqQ5ajE,素浜キャンプ場トイレ,日本、〒952-0602 新潟県佐渡市小比叡,37.847113,138.2691712,5,1,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価5（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:49:02
ChIJNQoQJ1iB9F8RaV3Sks0SbfU,羽茂亀脇公衆トイレ,日本、〒952-0422 新潟県佐渡市羽茂亀脇,37.8700286,138.2842372,4,2,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価4（2件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,羽茂,CID URL検索,2025-08-09 12:49:03
ChIJzTDfdQCB9F8RXidzy3HPSXg,ＪＡ佐渡羽茂支店 公衆トイレ,日本、〒952-0504 新潟県佐渡市羽茂本郷４８６−５,37.8461706,138.31647859999998,,,営業中,月曜日: 9時00分～18時00分; 火曜日: 9時00分～18時00分; 水曜日: 9時00分～18時00分; 木曜日: 9時00分～18時00分; 金曜日: 9時00分～18時00分; 土曜日: 9時00分～18時00分; 日曜日: 9時00分～18時00分,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,羽茂,CID URL検索,2025-08-09 12:49:05
ChIJYReDo6KB9F8RVVimzBF_GAg,江積公衆トイレ,日本、〒952-0622 新潟県佐渡市江積,37.833733699999996,138.21916339999999,1,1,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価1（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:49:06
ChIJJ33YB8qB9F8RScZwhhGSTU4,蓮華峰寺 公衆トイレ,日本、〒952-0602 新潟県佐渡市小比叡６１,37.8362081,138.28927199999998,4,1,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価4（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:49:08
ChIJF1Wb2_2H9F8R-dP4POm7Fu0,大橋緑地公園公衆トイレ,日本、〒952-0512 新潟県佐渡市羽茂大橋,37.8277387,138.30914479999998,,,営業中,,0259-63-3111,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,羽茂,CID URL検索,2025-08-09 12:49:09
ChIJ7QAUpEx_9F8RVLJwVZaAiKo,沢崎大橋パーキング公衆トイレ,日本、〒952-0621 新潟県佐渡市沢崎,37.8173782,138.214425,5,3,営業中,,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価5（3件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:49:11
ChIJyQQ0sVt_9F8R1i7pp7L6H6c,小木強清水 公衆トイレ,日本、〒952-0613 新潟県佐渡市小木強清水１９８,37.808386999999996,138.228841,4,1,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,公式サイトなし,価格情報なし,"公衆トイレ, 観光スポット, 施設",公衆トイレです。評価4（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,小木,CID URL検索,2025-08-09 12:49:12
